date, pm25, pm10, o3, no2, so2, co
2015/4/13, 114, 55, 50, 15, 5, 5
2015/4/14, 95, 58, 75, 13, 8, 5
2015/4/15, 115, 63, 81, 15, 6, 6
2015/4/16, 142, 77, 78, 17, 7, 7
2015/4/17, 146, 64, 25, 16, 4, 7
2015/4/18, 141, 56, 32, 7, 2, 7
2015/4/19, 125, 46, 20, 9, 2, 10
2015/4/20, 101, 27, 26, 7, 4, 12
2015/4/21, 66, 39, 35, 9, 6, 10
2015/4/22, 91, 55, 39, 12, 6, 8
2015/4/23, 123, 60, 52, 12, 4, 8
2015/4/24, 136, 63, 53, 12, 6, 8
2015/4/25, 147, 64, 37, 9, 3, 8
2015/4/26, 150, 67, 46, 10, 4, 7
2015/4/27, 138, 55, 45, 7, 3, 7
2015/4/28, 117, 44, 44, 10, 4, 8
2015/4/29, 88, 57, 49, 11, 5, 9
2015/4/30, 136, 56, 33, 8, 3, 8
2015/5/1, 138, 45, 21, 8, 3, 7
2015/5/2, 102, 32, 31, 8, 3, 7
2015/5/3, 70, 46, 25, 10, 5, 9
2015/5/4, 90, 22, 31, 7, 3, 8
2015/5/5, 59, 31, 28, 9, 3, 9
2015/5/6, 69, 44, 30, 8, 5, 9
2015/5/7, 88, 43, 25, 7, 3, 8
2015/5/8, 84, 43, 19, 11, 5, 9
2015/5/9, 88, 27, 19, 9, 4, 9
2015/5/10, 62, 39, 28, 8, 3, 9
2015/5/11, 76, 32, 54, 7, 3, 7
2015/5/12, 52, 59, 63, 12, 7, 9
2015/5/13, 98, 55, 28, 9, 4, 9
2015/5/14, 123, 38, 23, 6, 3, 7
2015/5/15, 77, 36, 26, 7, 3, 8
2015/5/16, 71, 26, 24, 7, 4, 8
2015/5/17, 61, 28, 29, 7, 7, 9
2015/5/18, 57, 34, 21, 9, 3, 10
2015/5/19, 68, 29, 23, 9, 5, 10
2015/5/20, 67, 23, 38, 5, 3, 7
2015/5/21, 59, 20, 28, 9, 5, 8
2015/5/22, 53, 22, 8, 12, 4, 11
2015/5/23, 63, 23, 23, 8, 3, 9
2015/5/24, 55, 22, 27, 8, 3, 10
2015/5/25, 57, 22, 25, 9, 3, 10
2015/5/26, 58, 34, 27, 10, 3, 10
2015/5/27, 75, 46, 26, 8, 3, 9
2015/5/28, 77, 46, 27, 8, 7, 9
2015/5/29, 84, 39, 30, 6, 3, 8
2015/5/30, 73, 26, 39, 5, 2, 8
2015/5/31, 56, 29, 23, 8, 3, 9
2015/6/1, 59, 32, 24, 7, 3, 9
2015/6/2, 68, 29, 24, 5, 3, 8
2015/6/3, 60, 36, 35, 4, 2, 8
2015/6/4, 72, 40, 34, 7, 3, 8
2015/6/5, 81, 32, , 8, 4, 8
2015/6/6, 66, 38, 23, 6, 3, 6
2015/6/7, 74, 31, 26, 5, 3, 5
2015/6/8, 63, 30, 27, 4, 3, 6
2015/6/9, 59, 39, 31, 8, 5, 7
2015/6/10, 72, 32, 33, 6, 2, 7
2015/6/11, 62, 31, 40, 6, 3, 7
2015/6/12, 58, 37, 27, 9, 4, 7
2015/6/13, 66, 38, 24, 7, 3, 7
2015/6/14, 73, 37, 28, 7, 5, 7
2015/6/15, 77, 34, 26, 5, 3, 7
2015/6/16, 65, 32, 34, 5, 3, 6
2015/6/17, 68, 35, 37, 5, 3, 6
2015/6/18, 73, 48, 63, 7, 3, 7
2015/6/19, 99, 32, 50, 4, 5, 6
2015/6/20, 77, 30, 25, 4, 4, 5
2015/6/21, 64, 17, 21, 4, 4, 5
2015/6/22, 42, 17, 27, 4, 6, 6
2015/6/23, 35, 22, 22, 5, 4, 6
2015/6/24, 48, 33, 22, 7, 3, 7
2015/6/25, 61, 42, 22, 6, 3, 6
2015/6/26, 70, 33, 24, 5, 3, 6
2015/6/27, 66, 35, 26, 5, 3, 5
2015/6/28, 65, 42, 25, 4, 3, 6
2015/6/29, 66, 36, 33, 4, 3, 5
2015/6/30, 68, 44, 38, 4, 3, 6
2015/1/1, 133, 62, 26, 19, 7, 8
2015/1/2, 130, 71, 30, 20, 6, 9
2015/1/3, 150, 68, 30, 22, 7, 9
2015/1/4, 141, 86, 21, 30, 7, 13
2015/1/5, 156, 88, 32, 21, 7, 12
2015/1/6, 145, 48, 22, 12, 5, 15
2015/1/7, 106, 52, 32, 12, 6, 13
2015/1/8, 123, 66, 26, 19, 6, 10
2015/1/9, 150, 70, 27, 19, 8, 8
2015/1/10, 147, 75, 17, 20, 8, 9
2015/1/11, 156, 57, 23, 15, 8, 7
2015/1/12, 122, 16, 19, 9, 4, 7
2015/1/13, 49, 17, 26, 6, 3, 6
2015/1/14, 48, 43, 24, 13, 4, 7
2015/1/15, 90, 57, 21, 16, 6, 8
2015/1/16, 117, 63, 9, 16, 8, 9
2015/1/17, 137, 71, 35, 15, 8, 9
2015/1/18, 154, 77, 33, 21, 8, 9
2015/1/19, 157, 84, 45, 21, 8, 10
2015/1/20, 161, 83, 33, 24, 9, 12
2015/1/21, 162, 75, 32, 21, 9, 10
2015/1/22, 150, 75, 45, 20, 9, 9
2015/1/23, 147, 93, 20, 29, 9, 12
2015/1/24, 165, 56, 21, 15, 6, 10
2015/1/25, 139, 53, 18, 13, 5, 10
2015/1/26, 129, 49, 14, 14, 6, 9
2015/1/27, 110, 50, 24, 13, 4, 9
2015/1/28, 122, 60, 39, 13, 5, 10
2015/1/29, 134, 28, 16, 10, 4, 9
2015/1/30, 69, 38, 16, 9, 4, 9
2015/1/31, 88, 44, 11, 13, 4, 10
2015/2/1, 100, 54, 16, 15, 5, 11
2015/2/2, 123, 65, 25, 16, 6, 11
2015/2/3, 148, 35, 12, 9, 4, 11
2015/2/4, 92, 53, 19, 10, 4, 10
2015/2/5, 140, 59, 35, 11, 6, 9
2015/2/6, 148, 79, 19, 20, 8, 10
2015/2/7, 166, 68, 37, 17, 6, 8
2015/2/8, 155, 76, 48, 17, 8, 8
2015/2/9, 160, 80, 49, 19, 6, 9
2015/2/10, 163, 84, 45, 17, 8, 9
2015/2/11, 171, 79, 41, 17, 7, 10
2015/2/12, 162, 68, 54, 13, 5, 8
2015/2/13, 153, 74, 55, 14, 5, 10
2015/2/14, 156, 70, 31, 12, 5, 11
2015/2/15, 159, 49, 29, 7, 4, 9
2015/2/16, 126, 43, 33, 6, 3, 9
2015/2/17, 109, 63, 39, 5, 5, 10
2015/2/18, 151, 76, 39, 4, 6, 10
2015/2/19, 159, 58, 36, 5, 4, 9
2015/2/20, 127, 33, 29, 6, 3, 8
2015/2/21, 83, 23, 30, 3, 3, 6
2015/2/22, 60, 35, 23, 4, 3, 7
2015/2/23, 87, 21, 22, 3, 3, 8
2015/2/24, 59, 26, 23, 4, 3, 8
2015/2/25, 74, 34, 32, 4, 4, 7
2015/2/26, 82, 29, 22, 5, 4, 7
2015/2/27, 78, 34, 27, 5, 3, 7
2015/2/28, 84, 13, 28, 3, 3, 6
2015/3/1, 36, 32, 20, 7, 4, 7
2015/3/2, 89, 48, 23, 9, 5, 8
2015/3/3, 123, 18, 11, 9, 3, 8
2015/3/4, 48, 26, 15, 8, 4, 9
2015/3/5, 67, 15, 6, 5, 3, 8
2015/3/6, 42, 23, 7, 8, 5, 9
2015/3/7, 60, 38, 28, 11, 4, 10
2015/3/8, 89, 37, 37, 7, 7, 9
2015/3/9, 86, 30, 28, 6, 4, 7
2015/3/10, 80, 22, 22, 5, 4, 7
2015/3/11, 62, 18, 11, 7, 4, 8
2015/3/12, 47, 32, 21, 8, 5, 9
2015/3/13, 79, 53, 29, 12, 4, 11
2015/3/14, 121, 65, 29, 18, 5, 12
2015/3/15, 147, 81, 17, 21, 6, 16
2015/3/16, 161, 59, 29, 10, 4, 10
2015/3/17, 139, 55, 33, 8, 4, 9
2015/3/18, 133, 52, 37, 9, 4, 8
2015/3/19, 112, 54, 36, 7, 4, 9
2015/3/20, 136, 56, 38, 8, 4, 11
2015/3/21, 131, 53, 36, 6, 4, 12
2015/3/22, 121, 73, 35, 9, 7, 10
2015/3/23, 159, 34, 36, 6, 5, 7
2015/3/24, 83, 37, 28, 5, 6, 6
2015/3/25, 75, 29, 20, 8, 5, 7
2015/3/26, 75, 30, 22, 7, 5, 8
2015/3/27, 69, 35, 39, 9, 4, 8
2015/3/28, 74, 59, 50, 9, 5, 9
2015/3/29, 134, 64, 36, 8, 6, 9
2015/3/30, 139, 68, 27, 12, 4, 9
2015/3/31, 137, 45, 27, 8, 2, 6
2014/10/1, 95, 53, 37, 6, 11, 9
2014/10/2, 112, 61, 37, 10, 8, 9
2014/10/3, 117, 66, 53, 11, 12, 11
2014/10/4, 138, 69, 62, 15, 9, 8
2014/10/5, 133, 77, 56, 15, 17, 9
2014/10/6, 124, 88, 69, 17, 12, 9
2014/10/7, 159, 77, 49, 13, 17, 10
2014/10/8, 138, 64, 43, 12, 12, 8
2014/10/9, 103, 63, 40, 12, 15, 7
2014/10/10, 106, 59, 47, 15, 7, 6
2014/10/11, 107, 66, 47, 12, 12, 8
2014/10/12, 123, 63, 50, 9, 6, 6
2014/10/13, 135, 82, 53, 13, 13, 10
2014/10/14, 163, 105, 71, 20, 11, 10
2014/10/15, 165, 96, 60, 16, 14, 10
2014/10/16, 158, 82, 59, 17, 7, 8
2014/10/17, 144, 80, 59, 18, 15, 10
2014/10/18, 144, 83, 67, 18, 7, 9
2014/10/19, 151, 79, 58, 15, 16, 10
2014/10/20, 152, 81, 53, 16, 7, 9
2014/10/21, 151, 56, 46, 8, 13, 11
2014/10/22, 116, 60, 37, 13, 6, 10
2014/10/23, 118, 79, 39, 12, 13, 12
2014/10/24, 160, 74, 55, 13, 7, 10
2014/10/25, 156, 86, 39, 18, 16, 12
2014/10/26, 161, 77, 55, 12, 11, 9
2014/10/27, 159, 71, 57, 11, 14, 9
2014/10/28, 147, 72, 52, 13, 7, 8
2014/10/29, 140, 73, 58, 12, 14, 10
2014/10/30, 142, 89, 70, 14, 6, 9
2014/10/31, 161, 81, 69, 13, 6, 11
2014/11/1, 160, 56, 27, 7, 5, 10
2014/11/2, 125, 68, 38, 12, 15, 13
2014/11/3, 151, 78, 50, 15, 11, 12
2014/11/4, 156, 78, 39, 16, 9, 11
2014/11/5, 153, 67, 27, 11, 7, 11
2014/11/6, 149, 58, 16, 14, 12, 11
2014/11/7, 139, 33, 13, 13, 4, 8
2014/11/8, 82, 43, 23, 15, 13, 11
2014/11/9, 74, 41, 14, 10, 4, 9
2014/11/10, 94, 38, 7, 9, 11, 10
2014/11/11, 90, 23, 13, 8, 3, 9
2014/11/12, 62, 34, 10, 12, 4, 13
2014/11/13, 79, 53, 23, 11, 5, 10
2014/11/14, 107, 61, 32, 11, 6, 10
2014/11/15, 107, 58, 23, 10, 7, 7
2014/11/16, 108, 64, 26, 10, 13, 10
2014/11/17, 151, 68, 8, 10, 5, 9
2014/11/18, 158, 70, 38, 16, 7, 9
2014/11/19, 144, 73, 41, 15, 8, 8
2014/11/20, 143, 71, 46, 17, 12, 9
2014/11/21, 139, 68, 42, 15, 7, 8
2014/11/22, 132, 87, 56, 18, 13, 9
2014/11/23, 161, 78, 40, 16, 5, 9
2014/11/24, 141, 71, 42, 14, 7, 9
2014/11/25, 137, 72, 35, 14, 8, 12
2014/11/26, 159, 87, 34, 18, 6, 14
2014/11/27, 164, 57, 18, 12, 7, 10
2014/11/28, 118, 39, 19, 12, 16, 9
2014/11/29, 76, 46, 17, 11, 6, 7
2014/11/30, 85, 27, 16, 12, 17, 13
2014/12/1, 65, 58, 19, 12, 6, 10
2014/12/2, 143, 51, 19, 12, 6, 9
2014/12/3, 119, 24, 26, 7, 6, 7
2014/12/4, 53, 51, 29, 15, 14, 9
2014/12/5, 101, 57, 40, 13, 9, 7
2014/12/6, 120, 63, , 17, 14, 9
2014/12/7, 136, 63, , 15, 5, 8
2014/12/8, 134, 62, 35, 16, 13, 10
2014/12/9, 122, 59, 29, 12, 10, 9
2014/12/10, 139, 56, 33, 9, 12, 9
2014/12/11, 135, 56, 35, 7, 8, 8
2014/12/12, 119, 76, 28, 19, 13, 11
2014/12/13, 148, 75, 35, 19, 11, 9
2014/12/14, 148, 72, 24, 20, 21, 11
2014/12/15, 153, 61, 40, 9, 12, 10
2014/12/16, 131, 50, 31, 15, 14, 9
2014/12/17, 90, 50, 32, 16, 9, 7
2014/12/18, 102, 53, 14, 23, 7, 10
2014/12/19, 131, 53, 29, 16, 6, 9
2014/12/20, 122, 57, 39, 14, 14, 10
2014/12/21, 137, 56, 34, 17, 10, 8
2014/12/22, 133, 65, 16, 23, 17, 11
2014/12/23, 152, 66, 34, 21, 10, 10
2014/12/24, 143, 63, 20, 20, 10, 11
2014/12/25, 152, 54, 30, 11, 6, 9
2014/12/26, 134, 45, 17, 12, 4, 10
2014/12/27, 111, 41, 21, 9, 4, 10
2014/12/28, 102, , , , , 
2014/7/1, 61, 41, 24, 6, 3, 8
2014/7/2, 59, 33, 34, 5, 2, 6
2014/7/3, 59, 40, 38, 6, 3, 8
2014/7/4, 69, 44, , 7, 3, 6
2014/7/5, 75, 41, 16, 6, 5, 6
2014/7/6, 85, 48, 55, 7, 4, 7
2014/7/7, 84, 44, 45, 7, 3, 9
2014/7/8, 85, 50, 55, 7, 6, 7
2014/7/9, 102, 45, 29, 6, 3, 8
2014/7/10, 84, 40, 26, 6, 4, 7
2014/7/11, 74, 42, 23, 6, 3, 8
2014/7/12, 74, 30, 20, 4, 3, 6
2014/7/13, 56, 30, 26, 3, 2, 7
2014/7/14, 56, 36, 25, 4, 2, 6
2014/7/15, 67, 49, 32, 6, 3, 8
2014/7/16, 95, 55, 44, 6, 5, 7
2014/7/17, 103, 27, 20, 5, 3, 7
2014/7/18, 55, 39, 22, 4, 4, 6
2014/7/19, 56, 53, 37, 7, 5, 9
2014/7/20, 79, 53, 44, 7, 4, 7
2014/7/21, 92, 60, 49, 9, 5, 10
2014/7/22, 102, 49, 32, 7, 4, 5
2014/7/23, 89, 39, 34, 6, 3, 8
2014/7/24, 81, 39, 36, 7, 3, 6
2014/7/25, 73, 40, 18, 7, 5, 8
2014/7/26, 68, 39, 25, 6, 6, 6
2014/7/27, 66, 38, 39, 5, 3, 7
2014/7/28, 66, 60, 50, 8, 6, 7
2014/7/29, 102, 65, 67, 9, 5, 9
2014/7/30, 139, 61, 49, 7, 6, 8
2014/7/31, 127, 48, 44, 6, 3, 9
2014/8/1, 103, 48, 62, 4, 3, 7
2014/8/2, 103, 53, 74, 5, 3, 7
2014/8/3, 108, 60, 54, 8, 5, 7
2014/8/4, 116, 49, 28, 7, 4, 7
2014/8/5, 81, 31, 23, 5, 5, 5
2014/8/6, 54, 36, 41, 7, 3, 7
2014/8/7, 62, 39, 43, 5, 4, 6
2014/8/8, 71, 52, 59, 6, 4, 8
2014/8/9, 104, 41, 42, 5, 5, 8
2014/8/10, 76, 40, 40, 6, 3, 7
2014/8/11, 71, 40, 38, 6, 3, 6
2014/8/12, 68, 28, 22, 5, 6, 6
2014/8/13, 55, 34, 23, 6, 3, 5
2014/8/14, 47, 41, 31, 7, 10, 9
2014/8/15, 73, 46, 32, 7, 3, 5
2014/8/16, 69, 48, 28, 6, 6, 7
2014/8/17, 84, 53, 58, 10, 4, 6
2014/8/18, 99, 46, 30, 8, 8, 6
2014/8/19, 78, 18, 19, 7, 8, 5
2014/8/20, 37, 39, 20, 5, 7, 7
2014/8/21, 48, 40, 31, 6, 3, 6
2014/8/22, 70, 36, 29, 4, 6, 7
2014/8/23, 55, 37, 28, 5, 3, 5
2014/8/24, 62, 52, 40, 7, 8, 8
2014/8/25, 87, 59, 43, 8, 5, 7
2014/8/26, 105, 54, 29, 10, 7, 9
2014/8/27, 86, 42, 27, 7, 6, 7
2014/8/28, 67, 47, 46, 8, 5, 7
2014/8/29, 80, 39, 52, 7, 5, 7
2014/8/30, 69, 42, 40, 8, 4, 8
2014/8/31, 79, 51, 50, 7, 5, 9
2014/9/1, 91, 46, 34, 7, 4, 8
2014/9/2, 85, 49, 59, 6, 4, 7
2014/9/3, 84, 51, 48, 7, 6, 9
2014/9/4, 94, 48, 40, 7, 6, 8
2014/9/5, 86, 42, 59, 7, 6, 10
2014/9/6, 79, 52, 28, 7, 4, 8
2014/9/7, 87, 41, 23, 6, 8, 9
2014/9/8, 74, 39, 33, 4, 5, 7
2014/9/9, 65, 35, 30, 5, 12, 8
2014/9/10, 63, 48, 33, 7, 5, 7
2014/9/11, 76, 47, 26, 6, 13, 8
2014/9/12, 67, 39, 16, 6, 7, 7
2014/9/13, 53, 54, 35, 9, 14, 10
2014/9/14, 81, 62, 32, 8, 7, 8
2014/9/15, 104, 33, 18, 4, 12, 7
2014/9/16, 66, 35, 24, 9, 8, 7
2014/9/17, 60, 47, 52, 12, 13, 9
2014/9/18, 77, 58, 41, 9, 6, 8
2014/9/19, 93, 37, 26, 9, 11, 11
2014/9/20, 73, 46, 34, 7, 4, 8
2014/9/21, 92, 44, 37, 7, 11, 9
2014/9/22, 89, 56, 48, 8, 4, 8
2014/9/23, 103, 53, 46, 8, 12, 10
2014/9/24, 101, 43, 47, 6, 5, 8
2014/9/25, 81, 59, 50, 10, 11, 9
2014/9/26, 100, 66, 53, 10, 5, 7
2014/9/28, 139, 67, 47, 11, 4, 7
2014/9/29, 136, 75, 59, 12, 12, 10
2014/9/30, 141, 42, 45, 7, 6, 8
2014/4/1, 67, 47, 21, 11, 5, 9
2014/4/2, 106, 41, 41, 12, 8, 9
2014/4/3, 92, 62, 37, 12, 4, 9
2014/4/4, 130, 68, 68, 11, 9, 8
2014/4/5, 145, 72, 52, 13, 6, 7
2014/4/6, 157, 41, 66, 8, 5, 6
2014/4/7, 95, 45, 41, 10, 5, 9
2014/4/8, 87, 59, 54, 11, 9, 7
2014/4/9, 116, 62, 72, 9, 6, 8
2014/4/10, 133, 55, 46, 12, 9, 7
2014/4/11, 114, 62, 34, 11, 4, 7
2014/4/12, 114, 67, 69, 11, 6, 7
2014/4/13, 143, 58, 25, 12, 4, 9
2014/4/14, 123, 71, 51, 11, 9, 7
2014/4/15, 140, 65, 48, 15, 10, 9
2014/4/16, 125, 63, 41, 11, 8, 9
2014/4/17, 118, 71, 64, 11, 7, 8
2014/4/18, 131, 71, 44, 11, 10, 9
2014/4/19, 143, 64, 57, 9, 4, 8
2014/4/20, 125, 58, 30, 8, 7, 9
2014/4/21, 106, 53, 26, 10, 4, 9
2014/4/22, 92, 52, 35, 11, 8, 11
2014/4/23, 98, 69, 34, 12, 5, 9
2014/4/24, 146, 68, 34, 13, 8, 11
2014/4/25, 116, 50, 38, 9, 5, 7
2014/4/26, 94, 44, 33, 8, 9, 8
2014/4/27, 76, 43, 54, 11, 4, 8
2014/4/28, 75, 73, 52, 14, 9, 10
2014/4/29, 133, 37, 25, 13, 4, 7
2014/4/30, 89, 21, 28, 8, 8, 9
2014/5/1, 53, 37, 55, 7, 5, 7
2014/5/2, 57, 60, 72, 9, 10, 9
2014/5/3, 112, 62, 43, 10, 5, 7
2014/5/4, 121, 17, 30, 9, 3, 9
2014/5/5, 43, 44, 33, 8, 6, 7
2014/5/6, 86, 44, 20, 9, 7, 10
2014/5/7, 107, 35, 25, 6, 5, 6
2014/5/8, 67, 24, 20, 8, 7, 8
2014/5/9, 49, 39, 33, 9, 4, 7
2014/5/10, 73, 50, 22, 11, 8, 9
2014/5/11, 77, 40, 19, 13, 5, 9
2014/5/12, 74, 50, 29, 8, 9, 9
2014/5/13, 86, 38, 26, 5, 4, 6
2014/5/14, 60, 39, 38, 7, 9, 9
2014/5/15, 64, 50, 26, 10, 4, 9
2014/5/16, 80, 72, 26, 8, 7, 10
2014/5/17, 97, 28, 26, 6, 3, 7
2014/5/18, 54, 34, 24, 5, 7, 8
2014/5/19, 49, 30, 29, 7, 3, 7
2014/5/20, 48, 35, 29, 6, 8, 9
2014/5/21, 64, 36, 24, 9, 4, 8
2014/5/22, 63, 29, 25, 9, 8, 10
2014/5/23, 50, 47, 28, 8, 5, 8
2014/5/24, 82, 36, 19, 6, 7, 8
2014/5/25, 63, 34, 30, 6, 4, 5
2014/5/26, 59, 47, 31, 7, 8, 8
2014/5/27, 61, 55, 49, 11, 7, 8
2014/5/28, 86, 40, 43, 7, 9, 9
2014/5/29, 70, 38, 35, 4, 5, 6
2014/5/30, 62, 45, 31, 5, 9, 7
2014/5/31, 63, 36, 29, 4, 4, 5
2014/6/1, 63, 30, 39, 4, 8, 7
2014/6/2, 62, 19, 37, 3, 4, 6
2014/6/3, 44, 40, 35, 5, 8, 11
2014/6/4, 75, 40, 41, 6, 6, 7
2014/6/5, 69, 30, 30, 7, 8, 9
2014/6/6, 63, 39, 28, 7, 5, 8
2014/6/7, 64, 43, 34, 6, 8, 10
2014/6/8, 69, 44, 54, 4, 5, 8
2014/6/9, 83, 68, 58, 9, 8, 10
2014/6/10, 124, 70, 47, 7, 4, 8
2014/6/11, 124, 89, 78, 10, 9, 8
2014/6/12, 123, 85, 77, 11, 13, 7
2014/6/13, 152, 72, 87, 8, 10, 10
2014/6/14, 139, 51, 42, 9, 8, 7
2014/6/15, 91, 28, 57, 4, 7, 8
2014/6/16, 60, 47, 32, 6, 4, 6
2014/6/17, 83, 30, 48, 8, 9, 10
2014/6/18, 45, 39, 29, 8, 6, 7
2014/6/19, 66, 34, 22, 6, 4, 6
2014/6/20, 66, 32, 22, 7, 4, 6
2014/6/21, 59, 35, 17, 8, 4, 8
2014/6/22, 61, 34, 19, 7, 4, 6
2014/6/23, 57, 42, 18, 8, 4, 8
2014/6/24, 63, 43, 18, 6, 3, 6
2014/6/25, 61, 42, 21, 6, 3, 8
2014/6/26, 62, 44, 27, 5, 4, 5
2014/6/27, 66, 51, 37, 8, 3, 8
2014/6/28, 80, 44, 28, 8, 4, 6
2014/6/29, 73, 34, 26, 5, 4, 7
2014/6/30, 55, 42, 24, 6, 3, 6
2014/1/1, 157, 103, 31, 31, 12, 19
2014/1/2, 170, 101, 39, 31, 7, 20
2014/1/3, 169, 94, 51, 26, 8, 17
2014/1/4, 168, 98, 54, 27, 12, 18
2014/1/5, 172, 120, 45, 31, 11, 21
2014/1/6, 194, 126, 34, 31, 8, 20
2014/1/7, 167, 107, 11, 22, 4, 20
2014/1/8, 155, 42, 12, 14, 3, 15
2014/1/9, 107, 63, 18, 14, 5, 20
2014/1/10, 137, 90, 38, 19, 5, 20
2014/1/11, 149, 102, 19, 14, 4, 20
2014/1/12, 136, 43, 16, 11, 3, 17
2014/1/13, 99, 36, 22, 12, 3, 8
2014/1/14, 88, 57, 33, 15, 7, 7
2014/1/15, 134, 63, 38, 14, 7, 6
2014/1/16, 125, 70, 38, 18, 11, 11
2014/1/17, 147, 77, 50, 20, 11, 8
2014/1/18, 156, 88, 56, 18, 10, 9
2014/1/19, 167, 83, 55, 19, 11, 9
2014/1/20, 166, 87, 47, 20, 11, 8
2014/1/21, 158, 71, 31, 16, 13, 5
2014/1/22, 131, 74, 31, 19, 12, 7
2014/1/23, 143, 64, 40, 19, 8, 6
2014/1/24, 125, 56, 34, 19, 10, 6
2014/1/25, 114, 50, 35, 15, 6, 6
2014/1/26, 119, 92, 63, 13, 7, 9
2014/1/27, 177, 76, 65, 13, 4, 9
2014/1/28, 166, 64, 60, 13, 4, 9
2014/1/29, 154, 67, 63, 10, 5, 8
2014/1/30, 153, 131, 62, 8, 11, 8
2014/1/31, 194, 42, 41, 7, 3, 7
2014/2/1, 101, 47, 44, 8, 3, 7
2014/2/2, 113, 48, 56, 10, 4, 7
2014/2/3, 116, 61, 42, 8, 4, 8
2014/2/4, 148, 18, 31, 5, 10, 6
2014/2/5, 49, 13, 28, 6, 3, 7
2014/2/6, 37, 30, 27, 7, 3, 7
2014/2/7, 78, 19, 6, 11, 3, 7
2014/2/8, 51, 6, 9, 9, 11, 9
2014/2/9, 18, 33, 18, 7, 3, 8
2014/2/10, 77, 40, 22, 7, 3, 7
2014/2/11, 105, 50, 12, 14, 3, 7
2014/2/12, 124, 26, 13, 7, 4, 7
2014/2/13, 81, 31, 19, 6, 3, 6
2014/2/14, 103, 45, 17, 9, 3, 7
2014/2/15, 111, 62, 23, 18, 5, 10
2014/2/16, 145, 47, 32, 14, 10, 11
2014/2/17, 107, 32, 13, 10, 4, 8
2014/2/18, 68, 14, 22, 8, 2, 6
2014/2/19, 39, 48, 30, 14, 5, 7
2014/2/20, 95, 53, 43, 13, 7, 6
2014/2/21, 107, 69, 44, 13, 5, 6
2014/2/22, 124, 72, 46, 15, 6, 7
2014/2/23, 122, 66, 43, 16, 7, 8
2014/2/24, 126, 85, 38, 16, 4, 7
2014/2/25, 134, 80, 15, 18, 5, 8
2014/2/26, 148, 44, 31, 13, 5, 8
2014/2/27, 88, 68, 34, 12, 5, 7
2014/2/28, 127, 74, 17, 20, 5, 9
2014/3/1, 135, 26, 20, 11, 4, 10
2014/3/2, 53, 36, 8, 13, 9, 11
2014/3/3, 91, 64, 20, 16, 6, 9
2014/3/4, 122, 37, 6, 11, 4, 9
2014/3/5, 53, 56, 26, 14, 4, 9
2014/3/6, 127, 31, 19, 10, 5, 6
2014/3/7, 66, 26, 24, 11, 4, 7
2014/3/8, 59, 24, 12, 10, 3, 7
2014/3/9, 49, 37, 2, 12, 4, 7
2014/3/10, 94, 29, , 13, 3, 7
2014/3/11, 90, 47, , 22, 4, 13
2014/3/12, 112, 32, , 11, 4, 11
2014/3/13, 74, 65, 31, 16, 7, 8
2014/3/14, 152, 70, 18, 15, 9, 8
2014/3/15, 155, 61, 20, 14, 6, 8
2014/3/16, 137, 74, 41, 17, 6, 10
2014/3/17, 140, 85, 37, 17, 8, 11
2014/3/18, 158, 113, 36, 15, 7, 11
2014/3/19, 148, 80, 10, 12, 7, 11
2014/3/20, 130, 43, 24, 10, 3, 8
2014/3/21, 100, 60, 39, 13, 6, 8
2014/3/22, 112, 75, 47, 16, 7, 7
2014/3/23, 118, 75, 55, 17, 6, 8
2014/3/24, 134, 78, 60, 17, 6, 9
2014/3/25, 134, 90, 84, 17, 10, 11
2014/3/26, 149, 97, 56, 13, 7, 7
2014/3/27, 143, 62, 46, 13, 11, 10
2014/3/28, 117, 52, 21, 10, 3, 7
2014/3/29, 94, 49, 19, 12, 4, 7
2014/3/30, 103, 25, 35, 7, 3, 7
2014/3/31, 57, 29, 26, 9, 8, 8
2021/12/15, , 39, , 10, 3, 3
2021/8/19, , 26, , 6, 2, 4
2020/7/2, , 28, , 10, 2, 7
2020/3/31, , 17, 10, 8, 2, 5
2019/12/31, , 41, 21, 12, 5, 8
2018/12/31, , 29, 14, 9, 3, 8
2017/9/10, , 51, 36, 10, 3, 6
2017/1/1, , 68, 26, 23, 6, 10
2016/1/3, , 61, 16, 18, 4, 13
2014/12/31, , 60, 36, 18, 8, 9
2014/9/27, , 65, 45, 9, 10, 9
2013/12/31, , 92, 35, 25, 8, 16
2021/12/13, , , , , , 11
