date, pm25, pm10, o3, no2, so2, co
2021/7/1, 52, 29, , 8, 2, 5
2021/7/2, 53, 30, , 8, 3, 5
2021/7/3, 55, 36, , 6, 2, 4
2021/7/4, 68, 23, , 7, 3, 4
2021/7/5, 43, 21, , 6, 2, 4
2021/7/6, 41, 20, , 5, 2, 3
2021/7/7, 23, 21, , 7, 2, 3
2021/7/8, 32, 23, , 6, 2, 4
2021/7/9, 51, 29, , 9, 2, 5
2021/7/10, 72, 26, , 7, 1, 4
2021/7/11, 58, 21, , 5, 2, 4
2021/7/12, 42, 18, , 5, 1, 4
2021/7/13, 49, 25, , 6, 2, 4
2021/7/14, 56, 21, , 5, 2, 4
2021/7/15, 46, 24, , 6, 3, 4
2021/7/16, 55, 23, , 8, 2, 5
2021/7/17, 55, 20, , 6, 2, 5
2021/7/18, 61, 25, , 7, 3, 4
2021/7/19, 59, 18, , 5, 3, 4
2021/7/20, 35, 17, , 5, 4, 4
2021/7/21, 38, 27, , 5, 2, 4
2021/7/22, 70, 27, , 6, 2, 4
2021/7/23, 61, 22, , 6, 4, 4
2021/7/24, 46, 19, , 6, 4, 4
2021/7/25, 56, 24, , 7, 3, 4
2021/7/26, 61, 33, , 6, 3, 5
2021/7/27, 81, 37, , 6, 2, 4
2021/7/28, 76, 34, , 7, 2, 5
2021/7/29, 69, 17, , 6, 2, 4
2021/7/30, 36, 22, , 5, 3, 5
2021/7/31, 51, 24, , 5, 2, 5
2021/8/1, 56, 28, , 6, 3, 5
2021/8/2, 57, 13, , 4, 2, 5
2021/8/3, 32, 17, , 4, 2, 4
2021/8/4, 32, 13, , 6, 2, 5
2021/8/5, 33, 17, , 4, 2, 5
2021/8/6, 42, 18, , 5, 1, 5
2021/8/7, 42, 25, , 7, 2, 5
2021/8/8, 70, 25, , 5, 3, 5
2021/8/9, 54, , , , , 
2021/8/20, 57, 24, , 7, 2, 4
2021/8/21, 62, 25, , 6, 2, 4
2021/8/22, 58, 18, , 5, 2, 3
2021/8/23, 45, 18, , 7, 2, 4
2021/8/24, 41, 20, , 6, 2, 4
2021/8/25, 46, 26, , 7, 2, 4
2021/8/26, 56, 24, , 7, 2, 4
2021/8/27, 51, 25, , 6, 3, 5
2021/8/28, 52, 35, , 7, 3, 4
2021/8/29, 77, 35, , 7, 2, 5
2021/8/30, 83, 29, , 6, 2, 5
2021/8/31, 68, 26, , 6, 3, 4
2021/9/1, 55, 28, , 6, 2, 4
2021/9/2, 59, 24, , 6, 3, 4
2021/9/3, 57, 23, , 9, 2, 4
2021/9/4, 57, 30, , 9, 2, 4
2021/9/5, 61, 32, , 7, 3, 4
2021/9/6, 73, 22, , 6, 3, 4
2021/9/7, 52, 22, , 7, 3, 4
2021/9/8, 50, 24, , 6, 2, 4
2021/9/9, 57, 31, , 9, 2, 5
2021/9/10, 65, 33, , 8, 3, 5
2021/9/11, 81, 28, , 8, 3, 5
2021/9/12, 67, 25, , 7, 3, 5
2021/9/13, 53, 27, , 9, 4, 5
2021/9/14, 60, 26, , 8, 2, 5
2021/9/15, 63, 30, , 12, 2, 4
2021/9/16, 65, 38, , 10, 3, 4
2021/9/17, 78, 37, , 7, 2, 4
2021/9/18, 91, 22, , 5, 3, 3
2021/9/19, 59, 23, , 6, 3, 3
2021/9/20, 59, 19, , 6, 2, 3
2021/9/21, 44, 21, , 5, 3, 3
2021/9/22, 47, 19, , 7, 2, 4
2021/9/23, 44, 21, , 6, 2, 3
2021/9/24, 48, 33, , 8, 3, 4
2021/9/25, 65, 41, , 10, 2, 5
2021/9/26, 88, 43, , 10, 2, 5
2021/9/27, 95, 44, , 10, 2, 5
2021/9/28, 101, 44, , 11, 2, 5
2021/9/29, 98, 47, , 8, 2, 5
2021/9/30, 112, 31, , 6, 3, 5
2021/4/1, 65, 30, , 9, 3, 4
2021/4/2, 74, 43, , 9, 4, 5
2021/4/3, 91, 25, , 6, 2, 7
2021/4/4, 64, 33, , 8, 3, 8
2021/4/5, 68, 38, , 9, 3, 7
2021/4/6, 85, 54, , 14, 6, 7
2021/4/7, 99, 56, , 14, 5, 7
2021/4/8, 94, 27, , 10, 3, 6
2021/4/9, 66, 38, , 10, 4, 5
2021/4/10, 75, 53, , 15, 5, 5
2021/4/11, 89, 43, , 12, 5, 4
2021/4/12, 87, 36, , 10, 4, 4
2021/4/13, 74, 33, , 7, 3, 4
2021/4/14, 72, 36, , 10, 3, 5
2021/4/15, 76, 35, , 11, 4, 6
2021/4/16, 88, 25, , 10, 3, 7
2021/4/17, 58, 58, , 14, 4, 6
2021/4/18, 69, 61, , 15, 3, 5
2021/4/19, 96, 40, , 12, 5, 5
2021/4/20, 79, 46, , 11, 5, 5
2021/4/21, 82, 55, , 16, 3, 5
2021/4/22, 94, 42, , 11, 5, 5
2021/4/23, 83, 44, , 13, 3, 5
2021/4/24, 84, 24, , 10, 4, 4
2021/4/25, 58, 25, , 8, 5, 3
2021/4/26, 38, 37, , 8, 5, 3
2021/4/27, 63, 12, , 10, 2, 5
2021/4/28, 42, 19, , 11, 3, 6
2021/4/29, 21, 39, , 15, 4, 5
2021/4/30, 61, 49, , 19, 5, 5
2021/5/1, 81, 43, , 15, 5, 4
2021/5/2, 80, 29, , 9, 3, 4
2021/5/3, 77, 27, , 10, 2, 4
2021/5/4, 57, 19, , 7, 2, 5
2021/5/5, 37, 42, , 9, 3, 5
2021/5/6, 70, 46, , 13, 4, 5
2021/5/7, 85, 42, , 12, 4, 5
2021/5/8, 83, 37, , 8, 4, 4
2021/5/9, 74, 30, , 9, 3, 4
2021/5/10, 59, 26, , 9, 4, 4
2021/5/11, 51, 22, , 8, 3, 3
2021/5/12, 49, 26, , 9, 4, 4
2021/5/13, 53, 32, , 8, 3, 4
2021/5/14, 57, 25, , 7, 4, 3
2021/5/15, 55, 27, , 8, 4, 3
2021/5/16, 52, 29, , 10, 4, 4
2021/5/17, 55, 27, , 9, 5, 4
2021/5/18, 48, 28, , 6, 4, 3
2021/5/19, 55, 23, , 9, 2, 4
2021/5/20, 49, 23, , 7, 4, 3
2021/5/21, 50, 18, , 5, 3, 3
2021/5/22, 43, 20, , 5, 3, 3
2021/5/23, 43, 15, , 5, 3, 4
2021/5/24, 30, 23, , 8, 2, 5
2021/5/25, 42, 24, , 8, 2, 4
2021/5/26, 44, 23, , 10, 2, 4
2021/5/27, 43, 27, , 8, 3, 4
2021/5/28, 51, 24, , 7, 3, 5
2021/5/29, 48, 21, , 5, 2, 4
2021/5/30, 47, 15, , 8, 3, 5
2021/5/31, 31, 19, , 7, 2, 6
2021/6/1, 42, 23, , 8, 2, 5
2021/6/2, 42, 29, , 6, 3, 5
2021/6/3, 53, 21, , 6, 2, 5
2021/6/4, 47, 22, , 5, 2, 5
2021/6/5, 49, 32, , 7, 3, 5
2021/6/6, 58, 16, , 5, 3, 4
2021/6/7, 33, 15, , 5, 4, 4
2021/6/8, 31, 16, , 7, 3, 5
2021/6/9, 23, 19, , 6, 5, 4
2021/6/10, 29, 21, , 5, 4, 4
2021/6/11, 32, 14, , 5, 3, 3
2021/6/12, 23, 22, , 8, 3, 4
2021/6/13, 32, 20, , 6, 2, 4
2021/6/14, 36, 17, , 5, 2, 4
2021/6/15, 39, 22, , 6, 2, 4
2021/6/16, 41, 22, , 6, 2, 4
2021/6/17, 41, 22, , 6, 2, 4
2021/6/18, 42, 25, , 6, 2, 4
2021/6/19, 52, 27, , 6, 2, 4
2021/6/20, 56, 26, , 6, 3, 5
2021/6/21, 56, 18, , 7, 3, 5
2021/6/22, 44, 12, , 5, 3, 5
2021/6/23, 31, 16, , 6, 2, 5
2021/6/24, 31, 21, , 6, 2, 5
2021/6/25, 47, 20, , 6, 1, 5
2021/6/26, 40, 23, , 7, 2, 5
2021/6/27, 45, 19, , 7, 1, 5
2021/6/28, 35, 24, , 9, 4, 5
2021/6/29, 42, 30, , 8, 4, 5
2021/6/30, 50, 29, , 8, 2, 5
2021/1/4, 112, 61, , 22, 5, 6
2021/1/5, 121, 55, , 17, 4, 6
2021/1/6, 136, 44, , 12, 2, 7
2021/1/7, 108, 44, , 9, 2, 5
2021/1/8, 79, 33, , 15, 2, 4
2021/1/9, 62, 36, , 16, 6, 5
2021/1/10, 73, 32, , 12, 4, 5
2021/1/11, 82, 51, , 21, 4, 5
2021/1/12, 88, 50, , 23, 6, 5
2021/1/13, 82, 54, , 24, 7, 5
2021/1/14, 90, 63, , 26, 5, 6
2021/1/15, 112, 66, , 29, 6, 6
2021/1/16, 123, 76, , 19, 4, 6
2021/1/17, 144, 59, , 19, 3, 5
2021/1/18, 102, 62, , 24, 5, 6
2021/1/19, 109, 64, , 26, 5, 6
2021/1/20, 105, 56, , 23, 4, 6
2021/1/21, 95, 56, , 20, 4, 6
2021/1/22, 96, 29, , 13, 3, 5
2021/1/23, 69, 51, , 17, 4, 6
2021/1/24, 114, 54, , 20, 4, 6
2021/1/25, 113, 49, , 16, 3, 7
2021/1/26, 101, 37, , 16, 2, 8
2021/1/27, 84, 33, , 12, 2, 7
2021/1/28, 79, 38, , 16, 4, 6
2021/1/29, 65, 60, , 19, 4, 6
2021/1/30, 106, 54, , 19, 2, 5
2021/1/31, 113, 42, , 18, 4, 5
2021/2/1, 92, 45, , 16, 4, 5
2021/2/2, 92, 49, , 12, 2, 6
2021/2/3, 110, 49, , 15, 3, 6
2021/2/4, 106, 45, , 15, 2, 5
2021/2/5, 99, 42, , 15, 4, 5
2021/2/6, 100, 42, , 14, 4, 6
2021/2/7, 100, 46, , 9, 7, 6
2021/2/8, 108, 40, , 4, 2, 5
2021/2/9, 89, 22, , 5, 2, 4
2021/2/10, 57, 17, , 4, 2, 4
2021/2/11, 36, 75, , 5, 5, 3
2021/2/12, 134, 27, , 6, 2, 3
2021/2/13, 77, 29, , 6, 2, 3
2021/2/14, 78, 27, , 5, 2, 4
2021/2/15, 68, 30, , 6, 2, 4
2021/2/16, 77, 20, , 3, 2, 4
2021/2/17, 59, 26, , 7, 2, 4
2021/2/18, 61, 35, , 10, 2, 4
2021/2/19, 78, 37, , 12, 2, 5
2021/2/20, 83, 46, , 13, 3, 5
2021/2/21, 101, 45, , 14, 2, 6
2021/2/22, 100, 50, , 16, 5, 6
2021/2/23, 102, 44, , 11, 3, 6
2021/2/24, 97, 39, , 9, 2, 5
2021/2/25, 92, 35, , 8, 4, 5
2021/2/26, 77, 12, , 6, 2, 4
2021/2/27, 25, 31, , 13, 2, 7
2021/2/28, 59, 41, , 11, 2, 5
2021/3/1, 83, 15, , 6, 2, 6
2021/3/2, 34, 24, , 9, 2, 6
2021/3/3, 49, 42, , 12, 3, 6
2021/3/4, 90, 37, , 11, 2, 9
2021/3/5, 94, 35, , 12, 2, 7
2021/3/6, 81, 17, , 9, 2, 7
2021/3/7, 35, 23, , 8, 2, 7
2021/3/8, 54, 42, , 13, 2, 7
2021/3/9, 94, 42, , 11, 3, 6
2021/3/10, 86, 40, , 14, 3, 6
2021/3/11, 85, 35, , 11, 3, 7
2021/3/12, 82, 37, , 11, 4, 7
2021/3/13, 75, 48, , 9, 3, 7
2021/3/14, 106, 43, , 14, 3, 6
2021/3/15, 93, 49, , 15, 3, 6
2021/3/16, 96, 49, , 14, 3, 6
2021/3/17, 99, 42, , 10, 2, 6
2021/3/18, 100, 44, , 13, 3, 6
2021/3/19, 99, 46, , 10, 4, 7
2021/3/20, 96, 17, , 7, 2, 7
2021/3/21, 35, 39, , 8, 3, 6
2021/3/22, 49, 64, , 13, 6, 6
2021/3/23, 98, 52, , 12, 3, 6
2021/3/24, 102, 59, , 14, 6, 6
2021/3/25, 93, 53, , 18, 4, 6
2021/3/26, 94, 50, , 17, 5, 7
2021/3/27, 99, 52, , 14, 4, 7
2021/3/28, 110, 58, , 16, 6, 8
2021/3/29, 125, 42, , 11, 3, 6
2021/3/30, 78, 42, , 11, 3, 6
2021/3/31, 78, 32, , 10, 3, 5
2020/10/1, 30, 36, 43, 6, 4, 5
2020/10/2, 86, 44, 52, 9, 3, 6
2020/10/3, 102, 50, 49, 10, 3, 7
2020/10/4, 110, 29, 10, 10, 4, 8
2020/10/5, 63, 15, 13, 8, 2, 6
2020/10/6, 30, 20, 15, 11, , 6
2020/10/7, 58, 23, 22, 9, , 6
2020/10/8, 62, 36, 35, 10, 4, 6
2020/10/9, 84, 42, 44, 12, 3, 6
2020/10/10, 92, 48, 55, 14, 6, 6
2020/10/11, 98, 38, 39, 10, 7, 5
2020/10/12, 84, 31, 33, 6, 3, 5
2020/10/13, 69, 26, 31, 6, 4, 5
2020/10/14, 61, 33, 32, 8, 5, 5
2020/10/15, 69, 31, 35, 8, 5, 5
2020/10/16, 66, 21, 20, 9, 3, 6
2020/10/17, 59, 20, 29, 8, 3, 6
2020/10/18, 49, 22, 34, 7, 3, 6
2020/10/19, 60, 27, 33, 7, 3, 6
2020/10/20, 69, 32, 31, 8, 3, 5
2020/10/21, 79, 27, 26, 8, 2, 5
2020/10/22, 66, 45, 36, 14, 5, 5
2020/10/23, 74, 50, 45, 13, 6, 5
2020/10/24, 85, 53, 47, 17, 6, 5
2020/10/25, 85, 47, 46, 17, 7, 5
2020/10/26, 86, 46, 45, 16, 7, 5
2020/10/27, 86, 42, 39, 16, 7, 5
2020/10/28, 86, 39, 24, 12, 3, 6
2020/10/29, 99, 46, 23, 12, 2, 7
2020/10/30, 112, 40, 43, 11, 4, 5
2020/10/31, 84, 46, 49, 16, 4, 6
2020/11/1, 92, 50, 40, 12, 8, 6
2020/11/2, 109, 34, 27, 11, 3, 6
2020/11/3, 86, 54, 59, 12, 4, 6
2020/11/4, 104, 46, 44, 14, 4, 5
2020/11/5, 89, 47, 41, 16, 4, 5
2020/11/6, 88, 46, 42, 14, 4, 6
2020/11/7, 91, 51, 58, 11, 4, 6
2020/11/8, 105, 55, 57, 15, 4, 5
2020/11/9, 102, 57, 45, 14, 7, 5
2020/11/10, 95, 42, 39, 15, 8, 4
2020/11/11, 77, 41, 36, 17, 8, 4
2020/11/12, 78, 45, 34, 19, 9, 4
2020/11/13, 87, 34, 26, 12, 7, 3
2020/11/14, 82, 32, 28, 9, 4, 4
2020/11/15, 78, 37, 29, 12, 3, 5
2020/11/16, 82, 49, 41, 15, 3, 5
2020/11/17, 86, 55, 27, 19, 2, 5
2020/11/18, 94, 66, 21, 18, 3, 6
2020/11/19, 98, 33, 29, 8, 2, 4
2020/11/20, 68, 30, 25, 9, 2, 5
2020/11/21, 68, 47, 37, 12, 2, 7
2020/11/22, 100, 33, 16, 10, 2, 7
2020/11/23, 70, 36, 25, 10, 2, 6
2020/11/24, 77, 40, 33, 14, 3, 7
2020/11/25, 85, 45, 34, 14, 3, 7
2020/11/26, 94, 28, 27, 10, 2, 7
2020/11/27, 58, 19, 19, 10, 2, 8
2020/11/28, 50, 16, 14, 9, 2, 8
2020/11/29, 51, 19, 15, 12, 2, 7
2020/11/30, 55, 33, 22, 10, 2, 7
2020/12/1, 72, 37, 21, 12, 2, 6
2020/12/2, 85, 30, 23, 9, 2, 5
2020/12/3, 81, 30, 22, 11, 2, 5
2020/12/4, 77, 43, , 12, 2, 6
2020/12/5, 97, 52, , 16, 4, 7
2020/12/6, 120, 53, , 14, 3, 6
2020/12/7, 107, 52, , 13, 3, 6
2020/12/8, 131, 48, , 14, 3, 7
2020/12/9, 115, 56, , 18, 3, 8
2020/12/10, 110, 46, , 17, 3, 7
2020/12/11, 101, 49, , 12, 2, 7
2020/12/12, 113, 59, , 17, 4, 7
2020/12/13, 132, 37, , 9, 2, 8
2020/12/14, 53, 14, , 8, 1, 6
2020/12/15, 26, 12, , 7, 1, 5
2020/12/16, 45, 30, , 9, 1, 7
2020/12/17, 58, 22, , 8, 1, 6
2020/12/18, 60, 24, , 9, 1, 7
2020/12/19, 69, 34, , 10, 2, 7
2020/12/20, 84, 49, , 15, 2, 7
2020/12/21, 116, 49, , 17, 3, 7
2020/12/22, 110, 51, , 16, 3, 7
2020/12/23, 91, 34, , 12, 2, 5
2020/12/24, 81, 54, , 17, 4, 7
2020/12/25, 126, 52, , 16, 3, 8
2020/12/26, 112, 50, , 21, 4, 6
2020/12/27, 96, 50, , 18, 4, 6
2020/12/28, 101, 64, , 20, 3, 7
2020/12/29, 132, 27, , 6, 2, 6
2020/12/30, 52, 32, , 7, 2, 3
2020/12/31, 63, 36, , 17, 3, 4
2021/1/1, 75, 45, , 18, 6, 5
2021/1/2, 87, 62, , 23, 4, 6
2021/1/3, 117, 53, , 20, 6, 5
2020/7/1, 54, , , , , 
2020/7/3, 30, 26, , 6, 2, 4
2020/7/4, 30, 22, , 5, 2, 4
2020/7/5, 31, 21, , 6, 2, 4
2020/7/6, 32, 21, , 6, 2, 4
2020/7/7, 36, 28, , 5, 5, 4
2020/7/8, 60, 27, 23, 7, 2, 3
2020/7/9, 57, 22, 6, 6, 2, 3
2020/7/10, 33, 21, , 6, 2, 3
2020/7/11, 37, 27, 22, 7, 2, 3
2020/7/12, 54, 27, 29, 6, 2, 3
2020/7/13, 53, 37, 48, 6, 2, 4
2020/7/14, 76, 47, 52, 11, 2, 5
2020/7/15, 84, 27, 30, 5, 2, 4
2020/7/16, 45, 19, 23, 5, 2, 3
2020/7/17, 30, 20, 23, 5, 2, 3
2020/7/18, 32, 19, 23, 6, 2, 3
2020/7/19, 35, 20, 20, 6, 2, 3
2020/7/20, 36, 24, 38, 5, 2, 4
2020/7/21, 41, 23, 25, 5, 2, 4
2020/7/22, 45, 19, 28, 5, 2, 4
2020/7/23, 33, 24, 35, 6, 3, 4
2020/7/24, 43, 34, 63, 6, 3, 4
2020/7/25, 64, 33, 31, 8, 3, 4
2020/7/26, 55, 23, 23, 7, 3, 4
2020/7/27, 40, 21, 25, 6, 3, 4
2020/7/28, 36, 21, 34, 6, 3, 4
2020/7/29, 46, 23, 28, 6, 3, 5
2020/7/30, 54, 18, 23, 5, 3, 5
2020/7/31, 34, 13, 18, 3, 3, 4
2020/8/1, 29, 12, 17, 3, 3, 4
2020/8/2, 27, 17, 25, 4, 3, 5
2020/8/3, 35, 19, 22, 6, 4, 5
2020/8/4, 50, 13, 14, 6, 3, 5
2020/8/5, 30, 20, 17, 5, 3, 4
2020/8/6, 46, 24, 27, 6, 3, 4
2020/8/7, 35, 20, 20, 6, 3, 4
2020/8/8, 49, 22, 23, 7, 3, 4
2020/8/9, 41, 20, 32, 6, 2, 4
2020/8/10, 47, 27, 14, 10, 3, 5
2020/8/11, 65, 16, 21, 7, 2, 4
2020/8/12, 31, 20, 21, 5, 3, 4
2020/8/13, 44, 18, 22, 5, 3, 4
2020/8/14, 33, 23, 23, 7, 3, 5
2020/8/15, 44, 26, 26, 6, 3, 5
2020/8/16, 57, 29, 30, 7, 3, 5
2020/8/17, 64, 30, 27, 7, 3, 5
2020/8/18, 60, 14, 12, 5, 3, 4
2020/8/19, 20, 21, 28, 5, 2, 4
2020/8/20, 50, 26, 31, 7, 2, 4
2020/8/21, 62, 42, 47, 10, 3, 5
2020/8/22, 89, 34, 35, 7, 2, 5
2020/8/23, 72, 38, 51, 9, 2, 5
2020/8/24, 77, 38, 44, 10, 2, 5
2020/8/25, 73, 30, 38, 8, 3, 5
2020/8/26, 54, 17, 36, 8, 2, 5
2020/8/27, 29, 25, 43, 7, 2, 6
2020/8/28, 71, 47, 64, 12, 3, 7
2020/8/29, 94, 46, 50, 11, 3, 6
2020/8/30, 95, 35, 39, 9, 2, 6
2020/8/31, 69, 27, 39, 7, 2, 5
2020/9/1, 62, 35, 43, 8, 2, 7
2020/9/2, 83, 55, 57, 13, 3, 7
2020/9/3, 112, 45, 47, 13, 3, 6
2020/9/4, 97, 27, 41, 8, 3, 6
2020/9/5, 66, 40, 37, 11, 3, 6
2020/9/6, 91, 35, 35, 8, 2, 6
2020/9/7, 75, 20, 29, 6, 3, 5
2020/9/8, 48, 22, 25, 4, 3, 4
2020/9/9, 44, 22, 34, 7, 4, 4
2020/9/10, 45, 24, 25, 8, 4, 5
2020/9/11, 45, 20, 30, 8, 3, 6
2020/9/12, 50, 14, 27, 7, 3, 5
2020/9/13, 34, 20, 38, 5, 3, 5
2020/9/14, 41, 28, 32, 8, 4, 5
2020/9/15, 64, 24, 22, 7, 3, 5
2020/9/16, 42, 27, 16, 8, 4, 4
2020/9/17, 43, 21, 13, 7, 5, 4
2020/9/18, 47, 17, 14, 5, 3, 5
2020/9/19, 43, 14, 25, 7, 2, 5
2020/9/20, 26, 28, 32, 7, 4, 6
2020/9/21, 58, 46, 49, 10, 3, 7
2020/9/22, 92, 42, 33, 10, 2, 7
2020/9/23, 76, 15, 19, 7, 2, 7
2020/9/24, 24, 19, 21, 10, 4, 7
2020/9/25, 44, 28, 34, 7, 4, 7
2020/9/26, 65, 34, 23, 8, 4, 6
2020/9/27, 80, 29, 40, 10, 5, 7
2020/9/28, 68, 37, 30, 11, 4, 8
2020/9/29, 82, 29, 13, 10, 3, 7
2020/9/30, 54, 18, 44, 5, 3, 4
2020/4/1, 40, 22, 9, 10, 2, 6
2020/4/2, 50, 17, 12, 12, 2, 7
2020/4/3, 52, 12, , 7, 2, 5
2020/4/4, 29, 17, , 8, 3, 5
2020/4/5, 53, 18, , 6, 3, 4
2020/4/6, 61, 26, 8, 8, 3, 6
2020/4/7, 69, 43, 36, 12, 3, 6
2020/4/8, 95, 48, 57, 12, 3, 5
2020/4/9, 101, 50, 63, 14, 5, 4
2020/4/10, 96, 51, 23, 18, 4, 5
2020/4/11, 109, 19, 43, 5, 2, 4
2020/4/12, 40, 41, 51, 15, 4, 4
2020/4/13, 84, 50, 56, 17, 4, 4
2020/4/14, 97, 51, 66, 16, 3, 4
2020/4/15, 103, 61, 80, 17, 5, 5
2020/4/16, 119, 53, 53, 15, 4, 5
2020/4/17, 105, 59, 41, 16, 4, 5
2020/4/18, 112, 47, 39, 13, 3, 5
2020/4/19, 108, 58, , 13, 6, 5
2020/4/20, 140, 43, 32, 9, 3, 5
2020/4/21, 120, 19, 19, 8, 2, 5
2020/4/22, 47, 11, 19, 8, 2, 5
2020/4/23, 35, 18, 17, 10, 3, 4
2020/4/24, 39, 26, 41, 8, 4, 4
2020/4/25, 65, 39, 48, 12, 4, 4
2020/4/26, 84, 43, 52, 12, 5, 3
2020/4/27, 82, 48, 72, 14, 4, 4
2020/4/28, 92, 54, 74, 13, 4, 4
2020/4/29, 97, 55, 83, 14, 5, 5
2020/4/30, 107, 46, 30, 12, 5, 5
2020/5/1, 97, 37, 27, 9, 3, 4
2020/5/2, 76, 36, 41, 8, 5, 4
2020/5/3, 80, 44, 58, 11, 4, 5
2020/5/4, 94, 40, 38, 9, 3, 5
2020/5/5, 94, 30, 36, 7, 3, 4
2020/5/6, 68, 25, 24, 5, 3, 3
2020/5/7, 50, 23, 26, 7, 2, 4
2020/5/8, 48, 22, 29, 6, 3, 4
2020/5/9, 51, 26, 26, 6, 2, 5
2020/5/10, 59, 28, 39, 7, 3, 5
2020/5/11, 57, 29, 55, 9, 3, 6
2020/5/12, 52, 49, 65, 11, 3, 6
2020/5/13, 104, 43, 45, 13, 3, 4
2020/5/14, 79, 44, 32, 11, 3, 5
2020/5/15, 93, 32, 36, 8, 2, 4
2020/5/16, 60, 23, 30, 8, 3, 5
2020/5/17, 49, 21, 33, 8, 2, 7
2020/5/18, 55, 25, 37, 8, 2, 8
2020/5/19, 54, 24, 37, 5, 4, 6
2020/5/20, 51, 23, 25, 9, 2, 6
2020/5/21, 57, 16, 23, 8, 2, 5
2020/5/22, 32, 16, 32, 5, 3, 4
2020/5/23, 23, 30, 46, 7, 3, 5
2020/5/24, 60, 34, 38, 9, 2, 5
2020/5/25, 70, 33, 26, 10, 2, 6
2020/5/26, 67, 25, 34, 11, 2, 7
2020/5/27, 49, 30, 27, 8, 3, 8
2020/5/28, 70, 34, 29, 10, 2, 8
2020/5/29, 69, 31, 20, 9, 2, 7
2020/5/30, 60, 25, 22, 6, 5, 7
2020/5/31, 48, 27, 22, 6, 2, 7
2020/6/1, 41, 25, 18, 6, 4, 8
2020/6/2, 44, 34, 21, 6, 3, 7
2020/6/3, 39, 24, 23, 8, 3, 5
2020/6/4, 38, 25, 19, 7, 2, 6
2020/6/5, 51, 19, 17, 8, 2, 6
2020/6/6, 24, 21, 19, 6, 3, 3
2020/6/7, 34, 14, 18, 6, 2, 4
2020/6/8, 33, 20, 24, 5, 2, 4
2020/6/9, 38, 21, 23, 6, 2, 4
2020/6/10, 32, 24, 22, 7, 3, 5
2020/6/11, 37, 26, 34, 6, 2, 4
2020/6/12, 52, 15, 17, 4, 3, 4
2020/6/13, 35, 11, 22, 3, 2, 4
2020/6/14, 21, 20, 23, 6, 2, 5
2020/6/15, 30, 22, 21, 5, 2, 4
2020/6/16, 35, 19, 22, 5, 3, 4
2020/6/17, 30, 20, 26, 6, 3, 5
2020/6/18, 45, 21, 28, 6, 4, 5
2020/6/19, 41, 24, , 7, 4, 3
2020/6/20, 54, 21, 17, 7, 3, 2
2020/6/21, 37, 32, 24, 6, 2, 3
2020/6/22, 76, 24, 31, 6, 2, 3
2020/6/23, 55, 27, 35, 7, 2, 3
2020/6/24, 52, 22, 25, 4, 2, 4
2020/6/25, 34, 17, 19, 4, 2, 3
2020/6/26, 23, 18, 19, 7, 2, 3
2020/6/27, 28, 20, 21, 6, 2, 3
2020/6/28, 33, 21, , 6, 3, 4
2020/6/29, 37, 23, , 8, 3, 4
2020/6/30, 43, 26, , 9, 2, 4
2020/1/1, 90, 51, 22, 17, 6, 7
2020/1/2, 105, 57, 34, 19, 4, 7
2020/1/3, 118, 65, 44, 21, 4, 8
2020/1/4, 122, 52, 32, 17, 4, 6
2020/1/5, 112, 53, 33, 20, 4, 6
2020/1/6, 94, 54, 29, 21, 5, 6
2020/1/7, 87, 39, 34, 18, 5, 6
2020/1/8, 72, 54, 41, 20, 5, 8
2020/1/9, 106, 58, 40, 18, 4, 8
2020/1/10, 113, 55, 20, 16, 3, 8
2020/1/11, 110, 24, 21, 14, 3, 9
2020/1/12, 47, 41, 17, 18, 3, 9
2020/1/13, 80, 49, 30, 15, 5, 8
2020/1/14, 90, 52, 34, 15, 3, 7
2020/1/15, 103, 47, 31, 15, 3, 8
2020/1/16, 100, 16, 31, 6, 2, 9
2020/1/17, 43, 33, 16, 7, 2, 9
2020/1/18, 78, 30, 16, 7, 3, 9
2020/1/19, 75, 31, 29, 8, 2, 9
2020/1/20, 74, 39, 29, 10, 5, 9
2020/1/21, 104, 40, 36, 9, 3, 9
2020/1/22, 102, 30, 29, 7, , 7
2020/1/23, 76, 28, 26, 6, 3, 6
2020/1/24, 78, 80, 11, 4, 5, 8
2020/1/25, 154, 8, 17, 2, , 7
2020/1/26, 24, 7, 24, 1, , 6
2020/1/27, 16, 18, 27, 1, 3, 7
2020/1/28, 35, 32, 30, 4, 3, 6
2020/1/29, 64, 36, 38, 5, 3, 4
2020/1/30, 81, 36, 37, 6, 3, 4
2020/1/31, 82, 40, 39, 7, 3, 4
2020/2/1, 90, 42, 35, 5, 3, 4
2020/2/2, 116, 40, 22, 4, 3, 5
2020/2/3, 112, 16, 17, 3, , 4
2020/2/4, 60, 12, 15, 3, 3, 5
2020/2/5, 51, 18, 27, 3, , 4
2020/2/6, 61, 12, 14, 3, , 4
2020/2/7, 48, 9, 21, 1, 3, 4
2020/2/8, 34, 18, 15, 2, 3, 5
2020/2/9, 61, 27, 28, 3, 3, 5
2020/2/10, 77, 40, 29, 6, 3, 5
2020/2/11, 112, 38, 28, 6, 3, 5
2020/2/12, 104, 22, 17, 6, , 5
2020/2/13, 69, 15, 11, 4, , 4
2020/2/14, 55, 13, 28, 3, 3, 4
2020/2/15, 46, 6, 26, 3, 3, 4
2020/2/16, 15, 20, 33, 4, 3, 4
2020/2/17, 46, 27, 34, 6, 3, 4
